"barrel_bullet_land1","barrel_bullet_land2","wo","wv","coarse","same_shift_n","diff_shift_n","U","p_value","sameland","signif"
"1","4-2-1","10-1-3",200,50,0.25,51,32,-2.17995146169591,0.985369470158022,FALSE,FALSE
"2","4-2-1","2-1-2",200,50,0.25,22,29,-1.1601347800931,0.877003032174506,FALSE,FALSE
"3","4-2-1","10-2-5",200,50,0.25,48,22,-0.468091994416563,0.68014059801354,FALSE,FALSE
"4","4-2-1","6-2-6",200,50,0.25,33,39,-1.09060436825094,0.862276496695408,FALSE,FALSE
"5","4-2-1","5-2-2",200,50,0.25,35,40,0.0955789639296465,0.461927486524986,FALSE,FALSE
"6","4-2-1","7-1-1",200,50,0.25,28,39,-0.826300858793998,0.79568327677001,FALSE,FALSE
"7","4-2-1","3-1-5",200,50,0.25,11,47,0.188426920728699,0.425270998979452,FALSE,FALSE
"8","4-2-1","2-2-3",200,50,0.25,28,44,0.600657885186293,0.274033937497413,FALSE,FALSE
"9","4-2-1","8-1-4",200,50,0.25,25,47,0.289785295247849,0.385990249053448,FALSE,FALSE
"10","4-2-1","1-1-5",200,50,0.25,38,33,0.518785847899556,0.301955043958679,FALSE,FALSE
"11","4-2-1","7-2-2",200,50,0.25,33,31,1.20231748547957,0.114620272434835,FALSE,FALSE
"12","4-2-1","4-1-3",200,50,0.25,18,50,-0.597741320296948,0.724993725015972,TRUE,FALSE
"13","4-2-1","4-1-2",200,50,0.25,33,25,-0.306176782071755,0.620264975356017,FALSE,FALSE
"14","4-2-1","3-2-5",200,50,0.25,50,15,-1.15217843735905,0.875376121797866,FALSE,FALSE
"15","4-2-1","2-1-3",200,50,0.25,9,44,-0.971247707842225,0.834287529052453,FALSE,FALSE
"16","4-2-1","1-1-3",200,50,0.25,26,35,-1.38547178997712,0.91704587368015,FALSE,FALSE
"17","4-2-1","8-2-5",200,50,0.25,15,45,-1.01575924746764,0.845127976651706,FALSE,FALSE
"18","4-2-1","5-1-2",200,50,0.25,25,39,1.8920575194229,0.0292416587440868,FALSE,TRUE
"19","4-2-1","6-1-6",200,50,0.25,25,35,0.262397520979893,0.396507491857978,FALSE,FALSE
"20","4-2-1","1-1-4",200,50,0.25,33,30,1.36244265934387,0.0865291143194495,FALSE,FALSE
"21","4-2-1","3-1-1",200,50,0.25,35,27,-2.0798981504998,0.981232562142578,FALSE,FALSE
"22","4-2-1","6-2-4",200,50,0.25,31,40,-0.417365006184151,0.661794276607702,FALSE,FALSE
