"barrel_bullet_land1","barrel_bullet_land2","wo","wv","coarse","same_shift_n","diff_shift_n","U","p_value","x","sameland","signif"
"3439","2-2-6","2-2-5",300,120,0.25,14,15,1.92031743407673,0.0274089077675388,NA,FALSE,TRUE
"3440","2-2-6","10-2-3",300,120,0.25,14,13,0.291156951637182,0.385465642274191,NA,FALSE,FALSE
"3441","2-2-6","4-2-3",300,120,0.25,15,15,-1.2236029997819,0.889448986282859,NA,FALSE,FALSE
"3442","2-2-6","4-2-4",300,120,0.25,11,18,0.0449466574975495,0.482074913547254,NA,FALSE,FALSE
"3443","2-2-6","1-2-5",300,120,0.25,5,14,0.462910049886276,0.32171442178181,NA,FALSE,FALSE
"3444","2-2-6","1-1-6",300,120,0.25,16,12,-1.81052954722626,0.964893146718369,NA,FALSE,FALSE
"3445","2-2-6","1-1-1",300,120,0.25,20,7,1.05123833682773,0.146574569920142,NA,FALSE,FALSE
"3446","2-2-6","3-2-6",300,120,0.25,6,15,0.622799155329218,0.266708256736347,NA,FALSE,FALSE
"3447","2-2-6","6-2-3",300,120,0.25,19,19,-0.802855547168095,0.7889708840312,NA,FALSE,FALSE
"3448","2-2-6","2-1-4",300,120,0.25,21,14,4.3436559415745,7.00654620400254e-06,NA,TRUE,TRUE
"3449","2-2-6","9-1-5",300,120,0.25,10,11,-1.83086485457078,0.966439641373373,NA,FALSE,FALSE
"3450","2-2-6","2-2-1",300,120,0.25,10,15,-0.443760156980183,0.671392001329429,NA,FALSE,FALSE
"3451","2-2-6","7-2-4",300,120,0.25,12,11,-0.861640436855329,0.805557294096117,NA,FALSE,FALSE
"3452","2-2-6","9-2-4",300,120,0.25,19,20,-0.168585446084705,0.566938635479084,NA,FALSE,FALSE
"3453","2-2-6","6-1-3",300,120,0.25,20,21,-0.0782460796435952,0.531183845952757,NA,FALSE,FALSE
"3454","2-2-6","3-1-6",300,120,0.25,18,19,-1.76243766384202,0.961002310104924,NA,FALSE,FALSE
"3455","2-2-6","10-1-4",300,120,0.25,19,17,-0.839719761518506,0.799467234369115,NA,FALSE,FALSE
"3456","2-2-6","6-1-4",300,120,0.25,4,17,-0.17912443020796,0.571080000151241,NA,FALSE,FALSE
"3457","2-2-6","7-2-1",300,120,0.25,18,10,-0.575355961782461,0.717474709424092,NA,FALSE,FALSE
"3458","2-2-6","7-1-4",300,120,0.25,17,10,1.35566040218427,0.087603621929535,NA,FALSE,FALSE
"3459","2-2-6","10-1-5",300,120,0.25,17,18,-0.891132788679007,0.813571031802408,NA,FALSE,FALSE
"3460","2-2-6","8-2-4",300,120,0.25,17,17,1.29163244949071,0.0982422304634192,NA,FALSE,FALSE
"3461",NA,NA,300,120,0.25,NA,NA,NA,NA,NA,FALSE,NA
"3462","2-2-6","2-2-4",300,120,0.25,7,16,0.467707173346743,0.319997005288723,NA,FALSE,FALSE
"3463","2-2-6","2-1-1",300,120,0.25,16,17,1.98120493901581,0.0237841477893257,NA,FALSE,TRUE
"3464","2-2-6","5-2-1",300,120,0.25,9,12,0,0.5,NA,FALSE,FALSE
"3465","2-2-6","4-1-6",300,120,0.25,9,11,-0.493829164658431,0.68928658289107,NA,FALSE,FALSE
"3466","2-2-6","9-1-6",300,120,0.25,19,10,1.37649440322337,0.0843343094439075,NA,FALSE,FALSE
"3467","2-2-6","2-1-6",300,120,0.25,20,19,-2.38829381953332,0.991536598454032,NA,FALSE,FALSE
"3468","2-2-6","2-1-5",300,120,0.25,19,20,-0.33717089216941,0.632005960723671,NA,FALSE,FALSE
"3469","2-2-6","8-2-1",300,120,0.25,8,13,1.66567569606917,0.0478890126285055,NA,FALSE,TRUE
"3470","2-2-6","6-1-2",300,120,0.25,12,12,0.173205080756888,0.431245115067961,NA,FALSE,FALSE
"3471","2-2-6","3-1-3",300,120,0.25,17,18,-1.22118196967123,0.888991435312884,NA,FALSE,FALSE
"3472","2-2-6","8-2-6",300,120,0.25,18,11,-0.179786629990198,0.571339959846753,NA,FALSE,FALSE
"3473","2-2-6","3-1-4",300,120,0.25,14,14,0.459476800644769,0.322945904008063,NA,FALSE,FALSE
"3474","2-2-6","1-2-2",300,120,0.25,17,16,-0.432262895785267,0.667224824375342,NA,FALSE,FALSE
"3475","2-2-6","4-2-6",300,120,0.25,15,9,-0.0894427190999916,0.535634962717599,NA,FALSE,FALSE
"3476","2-2-6","4-1-5",300,120,0.25,4,14,-0.424795395242873,0.664507082617301,NA,FALSE,FALSE
"3477","2-2-6","8-1-5",300,120,0.25,16,16,-1.24373429638328,0.893201315464719,NA,FALSE,FALSE
"3478","2-2-6","4-2-2",300,120,0.25,13,20,-0.147375225236722,0.558582070309646,NA,FALSE,FALSE
"3479","2-2-6","1-2-3",300,120,0.25,17,17,1.94605955723266,0.0258237929531707,NA,FALSE,TRUE
"3480","2-2-6","5-2-6",300,120,0.25,18,17,0.990147542976675,0.161051004064448,NA,FALSE,FALSE
"3481","2-2-6","9-2-6",300,120,0.25,9,12,1.20813739268179,0.113497209369,NA,FALSE,FALSE
"3482","2-2-6","8-1-2",300,120,0.25,16,15,0.276699295264733,0.391005506524784,NA,FALSE,FALSE
"3483","2-2-6","1-2-6",300,120,0.25,10,18,1.48633623460469,0.0685951034836531,NA,FALSE,FALSE
"3484","2-2-6","1-2-4",300,120,0.25,19,20,-1.40487871737254,0.919971326884028,NA,FALSE,FALSE
"3485","2-2-6","5-1-6",300,120,0.25,18,18,0.158192999292083,0.437152360025598,NA,FALSE,FALSE
"3486","10-2-2","7-1-6",300,120,0.25,2,19,0.718850757447785,0.236116439884964,NA,FALSE,FALSE
"3487","10-2-2","8-1-6",300,120,0.25,12,15,-0.195180014589707,0.577373987890174,NA,FALSE,FALSE
"3488","10-2-2","7-2-5",300,120,0.25,9,9,1.81019422132223,0.0351328367189332,NA,FALSE,TRUE
"3489","10-2-2","8-2-2",300,120,0.25,19,19,0.248155350942866,0.402007105380703,NA,FALSE,FALSE
"3490","10-2-2","6-1-5",300,120,0.25,15,15,-0.0622171016838255,0.524805028150324,NA,FALSE,FALSE
"3491","10-2-2","6-1-1",300,120,0.25,8,16,0.857321409974112,0.19563363964132,NA,FALSE,FALSE
"3492","10-2-2","7-1-5",300,120,0.25,15,16,-0.0790569415042095,0.53150633401426,NA,FALSE,FALSE
"3493","10-2-2","3-2-3",300,120,0.25,7,16,-2.60579710864614,0.995416963040494,NA,FALSE,FALSE
"3494","10-2-2","6-2-1",300,120,0.25,17,18,1.41921147826657,0.0779186852786766,NA,FALSE,FALSE
"3495","10-2-2","9-2-5",300,120,0.25,7,17,-0.412819776739471,0.660130669640634,NA,FALSE,FALSE
"3496","10-2-2","9-1-3",300,120,0.25,17,17,0.602761809762329,0.273333578046757,NA,FALSE,FALSE
"3497","10-2-2","7-1-3",300,120,0.25,3,12,0.577350269189626,0.281851430825387,NA,FALSE,FALSE
"3498","10-2-2","9-2-1",300,120,0.25,1,20,0.165144564768954,0.434415098462657,NA,FALSE,FALSE
"3499","10-2-2","3-2-4",300,120,0.25,4,19,-0.0811107105653813,0.532323046022024,NA,FALSE,FALSE
"3500","10-2-2","5-2-5",300,120,0.25,16,16,1.05528970602217,0.145646423808906,NA,FALSE,FALSE
"3501","10-2-2","9-1-1",300,120,0.25,19,20,0.252878169127057,0.400181179908492,NA,FALSE,FALSE
"3502","10-2-2","5-2-4",300,120,0.25,20,6,0,0.5,NA,FALSE,FALSE
"3503","10-2-2","5-1-5",300,120,0.25,14,13,0,0.5,NA,FALSE,FALSE
"3504","10-2-2","9-1-4",300,120,0.25,17,17,-1.05052772558577,0.85326222470108,NA,FALSE,FALSE
"3505","10-2-2","8-2-3",300,120,0.25,15,6,0,0.5,NA,FALSE,FALSE
"3506","10-2-2","8-1-1",300,120,0.25,12,9,-0.639602149066831,0.738784357519218,NA,FALSE,FALSE
"3507","10-2-2","10-2-4",300,120,0.25,17,20,1.15809173668938,0.12341330089732,NA,FALSE,FALSE
"3508","10-2-2","10-1-2",300,120,0.25,21,8,2.63493019696104,0.00420772936900105,NA,FALSE,TRUE
"3509","10-2-2","7-1-2",300,120,0.25,5,14,-1.57389416961334,0.942244040968982,NA,FALSE,FALSE
"3510","10-2-2","6-2-2",300,120,0.25,12,21,-0.411664653710816,0.659707382091096,NA,FALSE,FALSE
"3511","10-2-2","9-1-2",300,120,0.25,18,15,0.0361550763031094,0.485579353233082,NA,FALSE,FALSE
"3512","10-2-2","5-1-4",300,120,0.25,16,16,0.150755672288882,0.440084227453363,NA,FALSE,FALSE
"3513","10-2-2","4-2-5",300,120,0.25,3,17,-0.0529256124024963,0.521104411377481,NA,FALSE,FALSE
"3514","10-2-2","5-1-1",300,120,0.25,15,14,-1.52752523165195,0.936684771026191,NA,FALSE,FALSE
"3515","10-2-2","4-1-1",300,120,0.25,3,16,-0.782623792124927,0.783075967116781,NA,FALSE,FALSE
"3516","10-2-2","10-2-6",300,120,0.25,19,18,0.364642275277658,0.357689226689423,NA,FALSE,FALSE
"3517","10-2-2","1-1-2",300,120,0.25,18,17,0.957142624877452,0.169247635864007,NA,FALSE,FALSE
"3518","10-2-2","6-2-5",300,120,0.25,15,15,-0.228129372840694,0.590227167070664,NA,FALSE,FALSE
"3519","10-2-2","3-2-1",300,120,0.25,18,14,-0.417855447018672,0.661973595717827,NA,FALSE,FALSE
"3520","10-2-2","3-2-2",300,120,0.25,8,15,0,0.5,NA,FALSE,FALSE
"3521","10-2-2","5-2-3",300,120,0.25,10,11,0,0.5,NA,FALSE,FALSE
"3522","10-2-2","10-1-6",300,120,0.25,16,11,0.542810148341809,0.29363026259419,NA,FALSE,FALSE
"3523","10-2-2","7-2-6",300,120,0.25,8,17,-0.524296555231917,0.699963853768172,NA,FALSE,FALSE
"3524","10-2-2","2-2-5",300,120,0.25,5,16,-1.98173477722745,0.976245533646696,NA,FALSE,FALSE
"3525","10-2-2","10-2-3",300,120,0.25,6,17,-0.630126037812604,0.735693937372156,NA,FALSE,FALSE
"3526","10-2-2","4-2-3",300,120,0.25,19,19,-1.47433473207232,0.929804255957789,NA,FALSE,FALSE
"3527","10-2-2","4-2-4",300,120,0.25,20,20,-0.595101958880505,0.724112340334162,NA,FALSE,FALSE
"3528","10-2-2","1-2-5",300,120,0.25,10,19,0.0917662935482247,0.463441862440112,NA,FALSE,FALSE
"3529","10-2-2","1-1-6",300,120,0.25,15,15,1.14064686420347,0.127008453390157,NA,FALSE,FALSE
"3530","10-2-2","1-1-1",300,120,0.25,12,19,-0.973328526784575,0.834804975575603,NA,FALSE,FALSE
"3531","10-2-2","3-2-6",300,120,0.25,19,19,-0.861245041507593,0.805448451168341,NA,FALSE,FALSE
"3532","10-2-2","6-2-3",300,120,0.25,16,6,-0.368604890387243,0.643788875060667,NA,FALSE,FALSE
"3533","10-2-2","2-1-4",300,120,0.25,21,20,-0.886788902627412,0.812403718295819,NA,FALSE,FALSE
"3534","10-2-2","9-1-5",300,120,0.25,10,19,2.15650789838328,0.0155220138498078,NA,FALSE,TRUE
"3535","10-2-2","2-2-1",300,120,0.25,20,13,0.515813288328528,0.302992410329541,NA,FALSE,FALSE
"3536","10-2-2","7-2-4",300,120,0.25,12,12,0.23094010767585,0.408680665692588,NA,FALSE,FALSE
"3537","10-2-2","9-2-4",300,120,0.25,12,11,-0.615457454896664,0.73087367100575,NA,FALSE,FALSE
"3538","10-2-2","6-1-3",300,120,0.25,4,17,-1.07474658124776,0.858755898727966,NA,FALSE,FALSE
"3539","10-2-2","3-1-6",300,120,0.25,18,19,-0.546963412916488,0.707798065833858,NA,FALSE,FALSE
"3540","10-2-2","10-1-4",300,120,0.25,17,18,0.13201967239689,0.44748436580975,NA,FALSE,FALSE
"3541","10-2-2","6-1-4",300,120,0.25,13,13,0.0769230769230769,0.469342369603387,NA,FALSE,FALSE
"3542","10-2-2","7-2-1",300,120,0.25,20,19,-1.57346416345725,0.94219430999571,NA,FALSE,FALSE
"3543","10-2-2","7-1-4",300,120,0.25,10,11,2.2533721287025,0.0121178476753465,NA,FALSE,TRUE
"3544","10-2-2","10-1-5",300,120,0.25,17,16,-0.252153355874739,0.599538735021128,NA,FALSE,FALSE
"3545","10-2-2","8-2-4",300,120,0.25,11,10,-1.33793970141711,0.909541953084839,NA,FALSE,FALSE
"3546",NA,NA,300,120,0.25,NA,NA,NA,NA,NA,FALSE,NA
"3547","10-2-2","2-2-4",300,120,0.25,20,15,-0.433333333333333,0.667613687373325,NA,FALSE,FALSE
"3548","10-2-2","2-1-1",300,120,0.25,15,20,-0.3,0.617911422188953,NA,FALSE,FALSE
"3549","10-2-2","5-2-1",300,120,0.25,17,15,0.169932355211106,0.432531667695116,NA,FALSE,FALSE
"3550","10-2-2","4-1-6",300,120,0.25,17,10,-3.46446547224869,0.999734356831431,NA,FALSE,FALSE
"3551","10-2-2","9-1-6",300,120,0.25,1,19,-0.606976978666884,0.728066904940764,NA,FALSE,FALSE
"3552","10-2-2","2-1-6",300,120,0.25,20,20,-0.189350623280161,0.575090989379686,NA,FALSE,FALSE
"3553","10-2-2","2-1-5",300,120,0.25,20,13,0.110531418927542,0.455993966908803,NA,FALSE,FALSE
"3554","10-2-2","8-2-1",300,120,0.25,12,9,-0.426401432711221,0.665092321200292,NA,FALSE,FALSE
"3555","10-2-2","6-1-2",300,120,0.25,17,5,-1.21436415745252,0.88769565196207,NA,FALSE,FALSE
"3556","10-2-2","3-1-3",300,120,0.25,11,11,-0.0984975161610839,0.539231377906627,NA,FALSE,FALSE
"3557","10-2-2","8-2-6",300,120,0.25,20,21,0.730296743340222,0.232604409226071,NA,FALSE,FALSE
"3558","10-2-2","3-1-4",300,120,0.25,2,21,1.09108945117996,0.137616762037417,NA,FALSE,FALSE
"3559","10-2-2","1-2-2",300,120,0.25,1,20,1.15601195338268,0.123838133845947,NA,FALSE,FALSE
"3560","10-2-2","4-2-6",300,120,0.25,19,20,-0.365268466516861,0.642544492665968,NA,FALSE,FALSE
"3561","10-2-2","4-1-5",300,120,0.25,5,16,-0.412861411922385,0.660145922825754,NA,FALSE,FALSE
"3562","10-2-2","8-1-5",300,120,0.25,11,12,0.984731927834662,0.162377882701309,NA,FALSE,FALSE
"3563","10-2-2","4-2-2",300,120,0.25,16,15,-1.93689506685313,0.973620914195259,NA,FALSE,FALSE
"3564","10-2-2","1-2-3",300,120,0.25,14,11,2.9014791776922,0.00185702730815973,NA,FALSE,TRUE
"3565","10-2-2","5-2-6",300,120,0.25,14,19,0.327833141666425,0.371518913722411,NA,FALSE,FALSE
"3566","10-2-2","9-2-6",300,120,0.25,17,8,-1.28161380167802,0.900010921902029,NA,FALSE,FALSE
"3567","10-2-2","8-1-2",300,120,0.25,15,7,-0.105736106527536,0.542104133974705,NA,FALSE,FALSE
"3568","10-2-2","1-2-6",300,120,0.25,18,7,-0.665750285935683,0.747214637059834,NA,FALSE,FALSE
"3569","10-2-2","1-2-4",300,120,0.25,20,13,-0.62634470725607,0.734455565870587,NA,FALSE,FALSE
"3570","10-2-2","5-1-6",300,120,0.25,12,9,0.639602149066831,0.261215642480782,NA,FALSE,FALSE
"3571","7-1-6","8-1-6",300,120,0.25,3,16,-0.559016994374948,0.711924938984711,NA,FALSE,FALSE
"3572","7-1-6","7-2-5",300,120,0.25,5,4,1.71464281994822,0.04320536648685,NA,FALSE,TRUE
"3573","7-1-6","8-2-2",300,120,0.25,18,4,0.595879571531124,0.275627840636768,NA,FALSE,FALSE
"3574","7-1-6","6-1-5",300,120,0.25,19,2,-0.359425378723892,0.640361554016023,NA,FALSE,FALSE
"3575","7-1-6","6-1-1",300,120,0.25,19,7,1.01162829777814,0.155857905240481,NA,FALSE,FALSE
"3576","7-1-6","7-1-5",300,120,0.25,12,7,-1.18321595661992,0.881638214681071,NA,FALSE,FALSE
"3577","7-1-6","3-2-3",300,120,0.25,18,5,0.596284793999944,0.275492493792547,NA,FALSE,FALSE
"3578","7-1-6","6-2-1",300,120,0.25,19,8,2.12397697621437,0.0168360344281729,NA,FALSE,TRUE
"3579","7-1-6","9-2-5",300,120,0.25,19,7,1.12724296038136,0.129819885690643,NA,FALSE,FALSE
"3580","7-1-6","9-1-3",300,120,0.25,13,13,1.15384615384615,0.124281624108591,NA,FALSE,FALSE
"3581","7-1-6","7-1-3",300,120,0.25,16,5,0.743150541460293,0.228695271584428,NA,FALSE,FALSE
"3582","7-1-6","9-2-1",300,120,0.25,19,12,1.2977713690461,0.0971829554015545,NA,FALSE,FALSE
"3583","7-1-6","3-2-4",300,120,0.25,15,11,2.05004721962534,0.0201799115763756,NA,FALSE,TRUE
"3584","7-1-6","5-2-5",300,120,0.25,18,5,-1.19256958799989,0.883481008863047,NA,FALSE,FALSE
"3585","7-1-6","9-1-1",300,120,0.25,9,12,0.21320071635561,0.415585204770881,NA,FALSE,FALSE
"3586","7-1-6","5-2-4",300,120,0.25,16,9,-1.07566318243737,0.858961040471732,NA,FALSE,FALSE
"3587","7-1-6","5-1-5",300,120,0.25,19,10,0.642364054837573,0.260318416438746,NA,FALSE,FALSE
"3588","7-1-6","9-1-4",300,120,0.25,19,12,0.446108908109597,0.327759289183813,NA,FALSE,FALSE
"3589","7-1-6","8-2-3",300,120,0.25,8,15,1.22644472629902,0.110015681790706,NA,FALSE,FALSE
"3590","7-1-6","8-1-1",300,120,0.25,6,19,-0.763541715570933,0.777429803071919,NA,FALSE,FALSE
"3591","7-1-6","10-2-4",300,120,0.25,17,15,-1.22728923208021,0.890143049340382,NA,FALSE,FALSE
"3592","7-1-6","10-1-2",300,120,0.25,12,17,1.06273786264811,0.143950422652917,NA,FALSE,FALSE
"3593","7-1-6","7-1-2",300,120,0.25,13,7,1.22826472021301,0.109673805084313,NA,FALSE,FALSE
"3594","7-1-6","6-2-2",300,120,0.25,19,14,-0.764943997221659,0.777847553336348,NA,FALSE,FALSE
"3595","7-1-6","9-1-2",300,120,0.25,19,7,0.780398972571708,0.217578036222764,NA,FALSE,FALSE
"3596","7-1-6","5-1-4",300,120,0.25,14,17,-1.1511320697543,0.875161046843651,NA,FALSE,FALSE
"3597","7-1-6","4-2-5",300,120,0.25,16,15,0.118585412256314,0.452801911563121,NA,FALSE,FALSE
"3598","7-1-6","5-1-1",300,120,0.25,7,14,0.969861226038888,0.166057834699921,NA,FALSE,FALSE
"3599","7-1-6","4-1-1",300,120,0.25,16,14,0.956122642192121,0.169505138355643,NA,FALSE,FALSE
"3600","7-1-6","10-2-6",300,120,0.25,9,18,-0.668647849835732,0.748139929281636,NA,FALSE,FALSE
"3601","7-1-6","1-1-2",300,120,0.25,16,15,-0.0395284707521047,0.51576547256394,NA,FALSE,FALSE
"3602","7-1-6","6-2-5",300,120,0.25,19,4,0,0.5,NA,FALSE,FALSE
"3603","7-1-6","3-2-1",300,120,0.25,14,10,-0.468432035015296,0.680262168207538,NA,FALSE,FALSE
"3604","7-1-6","3-2-2",300,120,0.25,15,11,0.233549683248457,0.407667297177614,NA,FALSE,FALSE
"3605","7-1-6","5-2-3",300,120,0.25,8,11,-1.0734396709982,0.858463053423596,NA,FALSE,FALSE
"3606","7-1-6","10-1-6",300,120,0.25,13,15,-1.12860092727695,0.87046689032063,NA,FALSE,FALSE
"3607","7-1-6","7-2-6",300,120,0.25,5,19,-1.81258756594282,0.965052271499019,NA,FALSE,FALSE
"3608","7-1-6","2-2-5",300,120,0.25,4,17,-1.3434332265597,0.910434132993077,NA,FALSE,FALSE
"3609","7-1-6","10-2-3",300,120,0.25,17,12,1.10701860692512,0.134142941838559,NA,FALSE,FALSE
"3610","7-1-6","4-2-3",300,120,0.25,5,14,-0.648074069840786,0.741531477867755,NA,FALSE,FALSE
"3611","7-1-6","4-2-4",300,120,0.25,0,19,NA,NA,NA,FALSE,NA
"3612","7-1-6","1-2-5",300,120,0.25,8,12,-0.077151674981046,0.530748557610764,NA,FALSE,FALSE
"3613","7-1-6","1-1-6",300,120,0.25,7,16,-0.33407655239053,0.63083910345916,NA,FALSE,FALSE
"3614","7-1-6","1-1-1",300,120,0.25,19,10,0.963546082256359,0.167636774966202,NA,FALSE,FALSE
"3615","7-1-6","3-2-6",300,120,0.25,13,14,-1.26168012376112,0.896468044072357,NA,FALSE,FALSE
"3616","7-1-6","6-2-3",300,120,0.25,10,10,0.377964473009227,0.352728493055637,NA,FALSE,FALSE
"3617","7-1-6","2-1-4",300,120,0.25,13,7,2.1791793423134,0.0146591739585771,NA,FALSE,TRUE
"3618","7-1-6","9-1-5",300,120,0.25,19,7,-0.202325659555628,0.580168929327311,NA,FALSE,FALSE
"3619","7-1-6","2-2-1",300,120,0.25,8,12,0,0.5,NA,FALSE,FALSE
"3620","7-1-6","7-2-4",300,120,0.25,13,8,0.941468871691272,0.173232317008724,NA,FALSE,FALSE
"3621","7-1-6","9-2-4",300,120,0.25,7,16,-0.467707173346743,0.680002994711277,NA,FALSE,FALSE
"3622","7-1-6","6-1-3",300,120,0.25,17,12,0.221403721385024,0.412389047541257,NA,FALSE,FALSE
"3623","7-1-6","3-1-6",300,120,0.25,16,14,1.12240484083423,0.130845173582951,NA,FALSE,FALSE
"3624","7-1-6","10-1-4",300,120,0.25,12,11,-0.307728727448332,0.620855620783395,NA,FALSE,FALSE
"3625","7-1-6","6-1-4",300,120,0.25,19,7,-0.491362316063668,0.688414893867905,NA,FALSE,FALSE
"3626","7-1-6","7-2-1",300,120,0.25,5,18,-1.78885438199983,0.963180864939849,NA,FALSE,FALSE
"3627","7-1-6","7-1-4",300,120,0.25,13,18,2.08166599946613,0.0186864941703258,NA,FALSE,TRUE
"3628","7-1-6","10-1-5",300,120,0.25,16,11,0,0.5,NA,FALSE,FALSE
"3629","7-1-6","8-2-4",300,120,0.25,20,0,NA,NA,NA,FALSE,NA
"3630",NA,NA,300,120,0.25,NA,NA,NA,NA,NA,FALSE,NA
"3631","7-1-6","2-2-4",300,120,0.25,12,11,-0.492365963917331,0.688769672053273,NA,FALSE,FALSE
"3632","7-1-6","2-1-1",300,120,0.25,5,19,-0.533113989983183,0.703022662336543,NA,FALSE,FALSE
"3633","7-1-6","5-2-1",300,120,0.25,14,11,0,0.5,NA,FALSE,FALSE
"3634","7-1-6","4-1-6",300,120,0.25,5,18,0.074535599249993,0.470292107914874,NA,FALSE,FALSE
"3635","7-1-6","9-1-6",300,120,0.25,8,18,0.722222222222222,0.235078931428835,NA,FALSE,FALSE
"3636","7-1-6","2-1-6",300,120,0.25,11,15,-1.73864764196073,0.95895161953192,NA,FALSE,FALSE
"3637","7-1-6","2-1-5",300,120,0.25,5,14,-0.648074069840786,0.741531477867755,NA,FALSE,FALSE
"3638","7-1-6","8-2-1",300,120,0.25,18,9,0.565778949861004,0.285772028945412,NA,FALSE,FALSE
"3639","7-1-6","6-1-2",300,120,0.25,18,5,-0.298142396999972,0.617202758002118,NA,FALSE,FALSE
"3640","7-1-6","3-1-3",300,120,0.25,10,12,0.725318520735366,0.234128323076703,NA,FALSE,FALSE
"3641","7-1-6","8-2-6",300,120,0.25,19,9,-1.74631233619865,0.959621653288959,NA,FALSE,FALSE
"3642","7-1-6","3-1-4",300,120,0.25,13,13,-0.435897435897436,0.668544427213698,NA,FALSE,FALSE
"3643","7-1-6","1-2-2",300,120,0.25,15,12,0.927105069301107,0.176935992199322,NA,FALSE,FALSE
"3644","7-1-6","4-2-6",300,120,0.25,18,3,0.100503781525921,0.459972190408504,NA,FALSE,FALSE
"3645","7-1-6","4-1-5",300,120,0.25,15,3,1.12546286774228,0.130196471805242,NA,FALSE,FALSE
"3646","7-1-6","8-1-5",300,120,0.25,19,6,-1.33619800224913,0.909257718057174,NA,FALSE,FALSE
"3647","7-1-6","4-2-2",300,120,0.25,13,8,1.59325501363138,0.0555514971209805,NA,FALSE,FALSE
"3648","7-1-6","1-2-3",300,120,0.25,8,17,-0.291275864017732,0.614579827367704,NA,FALSE,FALSE
"3649","7-1-6","5-2-6",300,120,0.25,6,14,-0.0824786098842323,0.532866936393908,NA,FALSE,FALSE
"3650","7-1-6","9-2-6",300,120,0.25,14,15,0.960158717038367,0.168487670265125,NA,FALSE,FALSE
"3651","7-1-6","8-1-2",300,120,0.25,2,19,-0.119808459574631,0.547682559776917,NA,FALSE,FALSE
"3652","7-1-6","1-2-6",300,120,0.25,16,15,0.474341649025257,0.317628147998624,NA,FALSE,FALSE
"3653","7-1-6","1-2-4",300,120,0.25,11,16,-1.38169855941551,0.916467861542553,NA,FALSE,FALSE
"3654","7-1-6","5-1-6",300,120,0.25,15,19,2.1677749238103,0.015087907826092,NA,FALSE,TRUE
"3655","8-1-6","7-2-5",300,120,0.25,9,4,2.16024689946929,0.0153767806296373,NA,FALSE,TRUE
"3656","8-1-6","8-2-2",300,120,0.25,14,11,-0.547448901451359,0.707964816527247,NA,FALSE,FALSE
"3657","8-1-6","6-1-5",300,120,0.25,20,5,-0.0679366220486758,0.527081957047671,NA,FALSE,FALSE
"3658","8-1-6","6-1-1",300,120,0.25,11,20,0.990867388613724,0.160875169119446,NA,FALSE,FALSE
"3659","8-1-6","7-1-5",300,120,0.25,17,7,-1.61952373951639,0.947332688539883,NA,FALSE,FALSE
"3660","8-1-6","3-2-3",300,120,0.25,20,1,-0.660578259075816,0.74555859232324,NA,FALSE,FALSE
"3661","8-1-6","6-2-1",300,120,0.25,11,21,2.24169287242429,0.0124906144301596,NA,FALSE,TRUE
"3662","8-1-6","9-2-5",300,120,0.25,4,20,-0.154919333848297,0.561557544273311,NA,FALSE,FALSE
"3663","8-1-6","9-1-3",300,120,0.25,0,21,NA,NA,NA,FALSE,NA
"3664","8-1-6","7-1-3",300,120,0.25,3,15,-0.533113989983183,0.703022662336543,NA,FALSE,FALSE
"3665","8-1-6","9-2-1",300,120,0.25,20,20,-0.027050089040023,0.510790108323776,NA,FALSE,FALSE
"3666","8-1-6","3-2-4",300,120,0.25,20,3,0.547722557505166,0.291941210385183,NA,FALSE,FALSE
"3667","8-1-6","5-2-5",300,120,0.25,3,18,-0.904534033733291,0.817143851859243,NA,FALSE,FALSE
"3668","8-1-6","9-1-1",300,120,0.25,14,7,0.596837677562392,0.275307879964436,NA,FALSE,FALSE
"3669","8-1-6","5-2-4",300,120,0.25,21,21,0.817561555873794,0.206803793473354,NA,FALSE,FALSE
"3670","8-1-6","5-1-5",300,120,0.25,19,14,-0.437110855555234,0.66898452251551,NA,FALSE,FALSE
"3671","8-1-6","9-1-4",300,120,0.25,20,20,1.35250445200115,0.0881069977756527,NA,FALSE,FALSE
"3672","8-1-6","8-2-3",300,120,0.25,21,6,-0.699854212223765,0.757990822647609,NA,TRUE,FALSE
"3673","8-1-6","8-1-1",300,120,0.25,12,21,-1.2724180205607,0.898387682675678,NA,FALSE,FALSE
"3674","8-1-6","10-2-4",300,120,0.25,9,19,-1.40196905863835,0.919537756743383,NA,FALSE,FALSE
"3675","8-1-6","10-1-2",300,120,0.25,9,18,-1.13155789972201,0.871089825849576,NA,FALSE,FALSE
"3676","8-1-6","7-1-2",300,120,0.25,12,19,-0.567774973957669,0.714906112454826,NA,FALSE,FALSE
"3677","8-1-6","6-2-2",300,120,0.25,18,9,0.874385649785188,0.190954134819536,NA,FALSE,FALSE
"3678","8-1-6","9-1-2",300,120,0.25,19,19,0.715271305658848,0.237220707808811,NA,FALSE,FALSE
"3679","8-1-6","5-1-4",300,120,0.25,16,19,-0.463586324972765,0.678527923122569,NA,FALSE,FALSE
"3680","8-1-6","4-2-5",300,120,0.25,14,16,1.49653978777897,0.0672565237955223,NA,FALSE,FALSE
"3681","8-1-6","5-1-1",300,120,0.25,19,6,0.0636284762975778,0.474633028436081,NA,FALSE,FALSE
"3682","8-1-6","4-1-1",300,120,0.25,13,16,1.4471457318566,0.0739280559705193,NA,FALSE,FALSE
"3683","8-1-6","10-2-6",300,120,0.25,12,10,0,0.5,NA,FALSE,FALSE
