"barrel_bullet_land1","barrel_bullet_land2","wo","wv","coarse","same_shift_n","diff_shift_n","U","p_value","x","sameland","signif"
"4309","9-2-5","5-1-1",300,120,0.25,13,18,-1.36108930734324,0.913257265839261,NA,FALSE,FALSE
"4310","9-2-5","4-1-1",300,120,0.25,19,13,0.134292952093419,0.446585463087919,NA,FALSE,FALSE
"4311","9-2-5","10-2-6",300,120,0.25,19,20,-0.67434178433882,0.749952977570762,NA,FALSE,FALSE
"4312","9-2-5","1-1-2",300,120,0.25,17,13,-1.61129243752445,0.946442000852939,NA,FALSE,FALSE
"4313","9-2-5","6-2-5",300,120,0.25,7,20,-0.995910003310479,0.840353062759984,NA,FALSE,FALSE
"4314","9-2-5","3-2-1",300,120,0.25,15,15,0.435519711786779,0.33159261712923,NA,FALSE,FALSE
"4315","9-2-5","3-2-2",300,120,0.25,13,18,-0.480384461415261,0.684522979407915,NA,FALSE,FALSE
"4316","9-2-5","5-2-3",300,120,0.25,8,13,2.02777910825812,0.0212913987575055,NA,FALSE,TRUE
"4317","9-2-5","10-1-6",300,120,0.25,17,4,0.17912443020796,0.428919999848759,NA,FALSE,FALSE
"4318","9-2-5","7-2-6",300,120,0.25,16,9,1.30211858926628,0.0964379247015685,NA,FALSE,FALSE
"4319","9-2-5","2-2-5",300,120,0.25,10,13,-0.372104203767625,0.645092366717141,NA,FALSE,FALSE
"4320","9-2-5","10-2-3",300,120,0.25,16,10,0.948683298050514,0.171390855573956,NA,FALSE,FALSE
"4321","9-2-5","4-2-3",300,120,0.25,20,13,-0.0736876126183612,0.529370522155269,NA,FALSE,FALSE
"4322","9-2-5","4-2-4",300,120,0.25,20,10,-0.835888555621714,0.798391199368539,NA,FALSE,FALSE
"4323","9-2-5","1-2-5",300,120,0.25,16,7,1.20267558860591,0.114550942032529,NA,FALSE,FALSE
"4324","9-2-5","1-1-6",300,120,0.25,3,18,-1.30654915983698,0.904317063607142,NA,FALSE,FALSE
"4325","9-2-5","1-1-1",300,120,0.25,18,9,0.360041149911548,0.359408180507641,NA,FALSE,FALSE
"4326","9-2-5","3-2-6",300,120,0.25,8,13,-0.21726204731337,0.585997933745469,NA,FALSE,FALSE
"4327","9-2-5","6-2-3",300,120,0.25,17,11,-0.540964369278663,0.70573392905057,NA,FALSE,FALSE
"4328","9-2-5","2-1-4",300,120,0.25,21,14,-0.942809041582063,0.82711070692442,NA,FALSE,FALSE
"4329","9-2-5","9-1-5",300,120,0.25,15,10,0.998460353205412,0.159028090179017,NA,FALSE,FALSE
"4330","9-2-5","2-2-1",300,120,0.25,16,12,0.974900525429522,0.164804802732828,NA,FALSE,FALSE
"4331","9-2-5","7-2-4",300,120,0.25,15,20,1.63333333333333,0.0511994549171078,NA,FALSE,FALSE
"4332","9-2-5","9-2-4",300,120,0.25,14,20,-0.279941684889506,0.610238877329864,NA,FALSE,FALSE
"4333","9-2-5","6-1-3",300,120,0.25,16,11,-0.246731885609913,0.597442135926864,NA,FALSE,FALSE
"4334","9-2-5","3-1-6",300,120,0.25,18,5,0.74535599249993,0.228028270125128,NA,FALSE,FALSE
"4335","9-2-5","10-1-4",300,120,0.25,15,20,-1.03333333333333,0.849276033430975,NA,FALSE,FALSE
"4336","9-2-5","6-1-4",300,120,0.25,18,10,0.143838990445615,0.442813806541093,NA,FALSE,FALSE
"4337","9-2-5","7-2-1",300,120,0.25,7,15,1.02211569643285,0.153363072468279,NA,FALSE,FALSE
"4338","9-2-5","7-1-4",300,120,0.25,16,8,-0.183711730708738,0.572880197115953,NA,FALSE,FALSE
"4339","9-2-5","10-1-5",300,120,0.25,17,16,-0.108065723946317,0.543028221392842,NA,FALSE,FALSE
"4340","9-2-5","8-2-4",300,120,0.25,20,9,-0.282842712474619,0.611351294605239,NA,FALSE,FALSE
"4341",NA,NA,300,120,0.25,NA,NA,NA,NA,NA,FALSE,NA
"4342","9-2-5","2-2-4",300,120,0.25,15,16,-2.25312283286997,0.987874297408116,NA,FALSE,FALSE
"4343","9-2-5","2-1-1",300,120,0.25,5,16,1.56887336530506,0.0583387245792353,NA,FALSE,FALSE
"4344","9-2-5","5-2-1",300,120,0.25,12,9,0,0.5,NA,FALSE,FALSE
"4345","9-2-5","4-1-6",300,120,0.25,5,18,-1.71431878274984,0.956764902295735,NA,FALSE,FALSE
"4346","9-2-5","9-1-6",300,120,0.25,11,16,0.296078262731896,0.383585156991351,NA,FALSE,FALSE
"4347","9-2-5","2-1-6",300,120,0.25,12,16,1.29986736723936,0.0968232156346103,NA,FALSE,FALSE
"4348","9-2-5","2-1-5",300,120,0.25,16,12,0.324966841809841,0.372603083631071,NA,FALSE,FALSE
"4349","9-2-5","8-2-1",300,120,0.25,7,20,0.774596669241484,0.2192890130405,NA,FALSE,FALSE
"4350","9-2-5","6-1-2",300,120,0.25,19,10,-0.183532587096449,0.572809923901791,NA,FALSE,FALSE
"4351","9-2-5","3-1-3",300,120,0.25,0,20,NA,NA,NA,FALSE,NA
"4352","9-2-5","8-2-6",300,120,0.25,4,16,-0.755928946018454,0.775154101015555,NA,FALSE,FALSE
"4353","9-2-5","3-1-4",300,120,0.25,17,18,-0.0990147542976675,0.53943672228197,NA,FALSE,FALSE
"4354","9-2-5","1-2-2",300,120,0.25,14,13,-1.21315396515492,0.887464519606142,NA,FALSE,FALSE
"4355","9-2-5","4-2-6",300,120,0.25,2,20,0.342624144432096,0.365940617859974,NA,FALSE,FALSE
"4356","9-2-5","4-1-5",300,120,0.25,17,7,0.666862716271453,0.252429913984622,NA,FALSE,FALSE
"4357","9-2-5","8-1-5",300,120,0.25,18,11,0,0.5,NA,FALSE,FALSE
"4358","9-2-5","4-2-2",300,120,0.25,13,18,1.16092911508688,0.122835363719521,NA,FALSE,FALSE
"4359","9-2-5","1-2-3",300,120,0.25,11,16,0.986927542439653,0.161839080453508,NA,FALSE,FALSE
"4360","9-2-5","5-2-6",300,120,0.25,19,4,0.162221421130763,0.435565745798579,NA,FALSE,FALSE
"4361","9-2-5","9-2-6",300,120,0.25,10,18,1.34249724415908,0.0897174116655582,NA,FALSE,FALSE
"4362","9-2-5","8-1-2",300,120,0.25,9,11,0.189934294099397,0.42468030939008,NA,FALSE,FALSE
"4363","9-2-5","1-2-6",300,120,0.25,7,20,1.54919333848297,0.0606676251792411,NA,FALSE,FALSE
"4364","9-2-5","1-2-4",300,120,0.25,16,5,1.40372880053611,0.080199811398463,NA,FALSE,FALSE
"4365","9-2-5","5-1-6",300,120,0.25,19,3,-0.71754730985241,0.763481772135216,NA,FALSE,FALSE
"4366","9-1-3","7-1-3",300,120,0.25,7,8,-1.04154761224412,0.851189266054442,NA,FALSE,FALSE
"4367","9-1-3","9-2-1",300,120,0.25,20,16,0.668550266965364,0.251891203180881,NA,FALSE,FALSE
"4368","9-1-3","3-2-4",300,120,0.25,11,9,-0.341881729378914,0.633780050048064,NA,FALSE,FALSE
"4369","9-1-3","5-2-5",300,120,0.25,17,17,-0.258326489898141,0.601922528047667,NA,FALSE,FALSE
"4370","9-1-3","9-1-1",300,120,0.25,9,20,-0.518544972870135,0.697960954696379,NA,FALSE,FALSE
"4371","9-1-3","5-2-4",300,120,0.25,17,11,1.90513538745964,0.0283812372322568,NA,FALSE,TRUE
"4372","9-1-3","5-1-5",300,120,0.25,17,9,-0.350329236163592,0.636954186747828,NA,FALSE,FALSE
"4373","9-1-3","9-1-4",300,120,0.25,20,16,0.127342907993403,0.449334500526528,NA,FALSE,FALSE
"4374","9-1-3","8-2-3",300,120,0.25,11,9,0.189934294099397,0.42468030939008,NA,FALSE,FALSE
"4375","9-1-3","8-1-1",300,120,0.25,3,18,1.50755672288882,0.065834008011407,NA,FALSE,FALSE
"4376","9-1-3","10-2-4",300,120,0.25,15,19,-0.849767770133637,0.802272894112945,NA,FALSE,FALSE
"4377","9-1-3","10-1-2",300,120,0.25,17,13,-0.146481130684041,0.558229207612031,NA,FALSE,FALSE
"4378","9-1-3","7-1-2",300,120,0.25,16,10,-0.790569415042095,0.785402349779825,NA,FALSE,FALSE
"4379","9-1-3","6-2-2",300,120,0.25,9,11,0.645776599937949,0.259212022230929,NA,FALSE,FALSE
"4380","9-1-3","9-1-2",300,120,0.25,2,19,-0.838659217022415,0.799169714894343,NA,FALSE,FALSE
"4381","9-1-3","5-1-4",300,120,0.25,17,17,-0.533874745789492,0.703285902227764,NA,FALSE,FALSE
"4382","9-1-3","4-2-5",300,120,0.25,16,15,0.8300978857942,0.20324172117829,NA,FALSE,FALSE
"4383","9-1-3","5-1-1",300,120,0.25,20,15,0.633333333333334,0.263257995039478,NA,FALSE,FALSE
"4384","9-1-3","4-1-1",300,120,0.25,19,19,0.627687064149601,0.265104480565635,NA,FALSE,FALSE
"4385","9-1-3","10-2-6",300,120,0.25,10,12,0.857194615414523,0.195668668909721,NA,FALSE,FALSE
"4386","9-1-3","1-1-2",300,120,0.25,21,0,NA,NA,NA,FALSE,NA
"4387","9-1-3","6-2-5",300,120,0.25,12,12,-1.27017059221718,0.897988064762782,NA,FALSE,FALSE
"4388","9-1-3","3-2-1",300,120,0.25,7,15,0.810643483377778,0.20878521895887,NA,FALSE,FALSE
"4389","9-1-3","3-2-2",300,120,0.25,12,19,-0.0405553552826906,0.516174811912632,NA,FALSE,FALSE
"4390","9-1-3","5-2-3",300,120,0.25,11,19,1.26957583946859,0.102117880042569,NA,FALSE,FALSE
"4391","9-1-3","10-1-6",300,120,0.25,2,18,2.14179868038562,0.0161048428368552,NA,FALSE,TRUE
"4392","9-1-3","7-2-6",300,120,0.25,19,1,0.780398972571708,0.217578036222765,NA,FALSE,FALSE
"4393","9-1-3","2-2-5",300,120,0.25,19,17,-1.44178298675819,0.925318198064894,NA,FALSE,FALSE
"4394","9-1-3","10-2-3",300,120,0.25,10,18,0.479463301485384,0.315804534867391,NA,FALSE,FALSE
"4395","9-1-3","4-2-3",300,120,0.25,10,10,0.755928946018455,0.224845898984445,NA,FALSE,FALSE
"4396","9-1-3","4-2-4",300,120,0.25,13,13,-1.51282051282051,0.934837371575402,NA,FALSE,FALSE
"4397","9-1-3","1-2-5",300,120,0.25,9,11,2.31719838801264,0.0102464636530124,NA,FALSE,TRUE
"4398","9-1-3","1-1-6",300,120,0.25,8,13,-1.15873091900464,0.876717058182795,NA,FALSE,FALSE
"4399","9-1-3","1-1-1",300,120,0.25,15,15,1.18212493199268,0.118578066506483,NA,FALSE,FALSE
"4400","9-1-3","3-2-6",300,120,0.25,12,16,0.649933683619682,0.257867529625318,NA,FALSE,FALSE
"4401","9-1-3","6-2-3",300,120,0.25,13,20,2.13694076593248,0.0163014048711646,NA,FALSE,TRUE
"4402","9-1-3","2-1-4",300,120,0.25,19,16,1.02651257672541,0.152325019257447,NA,FALSE,FALSE
"4403","9-1-3","9-1-5",300,120,0.25,12,20,0.428174419288837,0.334262069443262,NA,FALSE,FALSE
"4404","9-1-3","2-2-1",300,120,0.25,15,17,0.132169609608638,0.4474250691138,NA,FALSE,FALSE
"4405","9-1-3","7-2-4",300,120,0.25,8,13,2.02777910825812,0.0212913987575055,NA,FALSE,TRUE
"4406","9-1-3","9-2-4",300,120,0.25,7,15,-0.317208319582609,0.62445723122577,NA,FALSE,FALSE
"4407","9-1-3","6-1-3",300,120,0.25,16,18,1.10410489494777,0.134773819077583,NA,FALSE,FALSE
"4408","9-1-3","3-1-6",300,120,0.25,12,16,0.928476690885259,0.176580176657994,NA,FALSE,FALSE
"4409","9-1-3","10-1-4",300,120,0.25,20,16,-0.764057447960416,0.777583495681739,NA,FALSE,FALSE
"4410","9-1-3","6-1-4",300,120,0.25,16,4,1.22838453727999,0.109651324839659,NA,FALSE,FALSE
"4411","9-1-3","7-2-1",300,120,0.25,19,11,0.796174678988776,0.212965256421082,NA,FALSE,FALSE
"4412","9-1-3","7-1-4",300,120,0.25,13,20,0.405281869400987,0.342635165998695,NA,FALSE,FALSE
"4413","9-1-3","10-1-5",300,120,0.25,15,20,-0.766666666666667,0.778360136455746,NA,FALSE,FALSE
"4414","9-1-3","8-2-4",300,120,0.25,13,13,1,0.158655253931457,NA,FALSE,FALSE
"4415",NA,NA,300,120,0.25,NA,NA,NA,NA,NA,FALSE,NA
"4416","9-1-3","2-2-4",300,120,0.25,17,18,0.594088525786005,0.276226452440889,NA,FALSE,FALSE
"4417","9-1-3","2-1-1",300,120,0.25,19,15,-1.30066495428618,0.903313418447498,NA,FALSE,FALSE
"4418","9-1-3","5-2-1",300,120,0.25,19,14,-0.837795806480864,0.798927302818879,NA,FALSE,FALSE
"4419","9-1-3","4-1-6",300,120,0.25,3,19,-0.23918243661747,0.594517939489671,NA,FALSE,FALSE
"4420","9-1-3","9-1-6",300,120,0.25,6,16,-0.663488802697037,0.746491225748484,NA,FALSE,FALSE
"4421","9-1-3","2-1-6",300,120,0.25,16,16,-0.226133508433323,0.58945120822402,NA,FALSE,FALSE
"4422","9-1-3","2-1-5",300,120,0.25,18,20,-0.847822751996795,0.801731654923399,NA,FALSE,FALSE
"4423","9-1-3","8-2-1",300,120,0.25,13,17,-0.481295143676133,0.684846625962097,NA,FALSE,FALSE
"4424","9-1-3","6-1-2",300,120,0.25,12,20,1.82947251877958,0.0336644262577297,NA,FALSE,TRUE
"4425","9-1-3","3-1-3",300,120,0.25,14,6,-0.412393049421161,0.659974321585465,NA,FALSE,FALSE
"4426","9-1-3","8-2-6",300,120,0.25,13,18,2.20176211481995,0.0138410582489178,NA,FALSE,TRUE
"4427","9-1-3","3-1-4",300,120,0.25,10,10,-0.8315218406203,0.797160552357474,NA,FALSE,FALSE
"4428","9-1-3","1-2-2",300,120,0.25,18,6,-0.933333333333333,0.82467605514777,NA,FALSE,FALSE
"4429","9-1-3","4-2-6",300,120,0.25,15,17,1.86925590732217,0.0307936097046797,NA,FALSE,TRUE
"4430","9-1-3","4-1-5",300,120,0.25,10,10,-2.41897262725906,0.992217794306683,NA,FALSE,FALSE
"4431","9-1-3","8-1-5",300,120,0.25,20,3,0,0.5,NA,FALSE,FALSE
"4432","9-1-3","4-2-2",300,120,0.25,19,17,-0.396094227131371,0.653982241567269,NA,FALSE,FALSE
"4433","9-1-3","1-2-3",300,120,0.25,20,19,0.33717089216941,0.367994039276329,NA,FALSE,FALSE
"4434","9-1-3","5-2-6",300,120,0.25,14,16,2.74365627759478,0.00303795600007584,NA,FALSE,TRUE
"4435","9-1-3","9-2-6",300,120,0.25,20,20,3.43536130808292,0.000295882139837333,NA,FALSE,TRUE
"4436","9-1-3","8-1-2",300,120,0.25,19,7,1.35847228558779,0.0871569354317201,NA,FALSE,FALSE
"4437","9-1-3","1-2-6",300,120,0.25,14,7,2.16353658116367,0.0152499666526431,NA,FALSE,TRUE
"4438","9-1-3","1-2-4",300,120,0.25,18,18,-0.28474739872575,0.612081162891035,NA,FALSE,FALSE
"4439","9-1-3","5-1-6",300,120,0.25,15,18,1.48235812842748,0.0691225144847157,NA,FALSE,FALSE
"4440","7-1-3","9-2-1",300,120,0.25,15,9,-0.20869967789998,0.582658654198666,NA,FALSE,FALSE
"4441","7-1-3","3-2-4",300,120,0.25,9,14,-0.188982236504614,0.574946630430737,NA,FALSE,FALSE
"4442","7-1-3","5-2-5",300,120,0.25,15,4,1.5,0.0668072012688581,NA,FALSE,FALSE
"4443","7-1-3","9-1-1",300,120,0.25,12,9,1.06600358177805,0.143211011388929,NA,FALSE,FALSE
"4444","7-1-3","5-2-4",300,120,0.25,13,12,-0.707106781186548,0.760249938906523,NA,FALSE,FALSE
"4445","7-1-3","5-1-5",300,120,0.25,14,9,0.50395263067897,0.307147332331741,NA,FALSE,FALSE
"4446","7-1-3","9-1-4",300,120,0.25,15,10,0.499230176602706,0.30880861899277,NA,FALSE,FALSE
"4447","7-1-3","8-2-3",300,120,0.25,15,15,-0.394041643997562,0.653224853071698,NA,FALSE,FALSE
"4448","7-1-3","8-1-1",300,120,0.25,8,15,1.09734528142543,0.136245241734976,NA,FALSE,FALSE
"4449","7-1-3","10-2-4",300,120,0.25,8,15,-0.258198889747161,0.60187329263118,NA,FALSE,FALSE
"4450","7-1-3","10-1-2",300,120,0.25,15,9,0.924241430699913,0.177680314594921,NA,FALSE,FALSE
"4451","7-1-3","7-1-2",300,120,0.25,2,13,1.69841555121689,0.0447146795144968,NA,FALSE,TRUE
"4452","7-1-3","6-2-2",300,120,0.25,15,0,NA,NA,NA,FALSE,NA
"4453","7-1-3","9-1-2",300,120,0.25,12,3,-2.3094010767585,0.989539332331103,NA,FALSE,FALSE
"4454","7-1-3","5-1-4",300,120,0.25,13,2,-0.169841555121689,0.567432627297277,NA,FALSE,FALSE
"4455","7-1-3","4-2-5",300,120,0.25,5,16,-0.660578259075816,0.74555859232324,NA,FALSE,FALSE
"4456","7-1-3","5-1-1",300,120,0.25,4,15,-1.2,0.884930329778292,NA,FALSE,FALSE
"4457","7-1-3","4-1-1",300,120,0.25,4,15,-1.3,0.90319951541439,NA,FALSE,FALSE
"4458","7-1-3","10-2-6",300,120,0.25,11,15,1.58294785312843,0.0567166752445208,NA,FALSE,FALSE
"4459","7-1-3","1-1-2",300,120,0.25,13,2,0,0.5,NA,FALSE,FALSE
"4460","7-1-3","6-2-5",300,120,0.25,7,16,-0.801783725737273,0.788660962914682,NA,FALSE,FALSE
"4461","7-1-3","3-2-1",300,120,0.25,14,10,-0.644094048146032,0.740242775176236,NA,FALSE,FALSE
"4462","7-1-3","3-2-2",300,120,0.25,15,10,-0.110940039245046,0.544168052585777,NA,FALSE,FALSE
"4463","7-1-3","5-2-3",300,120,0.25,15,9,1.63978318349985,0.0505251279627049,NA,FALSE,FALSE
"4464","7-1-3","10-1-6",300,120,0.25,9,8,1.82827585243381,0.033754081003739,NA,FALSE,TRUE
"4465","7-1-3","7-2-6",300,120,0.25,15,3,-0.177704663327728,0.570522538631259,NA,FALSE,FALSE
"4466","7-1-3","2-2-5",300,120,0.25,4,16,0.566946709513841,0.285375194029087,NA,FALSE,FALSE
"4467","7-1-3","10-2-3",300,120,0.25,16,7,-1.53675214099644,0.937822991338549,NA,FALSE,FALSE
"4468","7-1-3","4-2-3",300,120,0.25,11,15,1.6348477827392,0.0510404805662423,NA,FALSE,FALSE
"4469","7-1-3","4-2-4",300,120,0.25,4,15,-0.9,0.81593987465324,NA,FALSE,FALSE
"4470","7-1-3","1-2-5",300,120,0.25,8,16,0.367423461417477,0.356651586939229,NA,FALSE,FALSE
"4471","7-1-3","1-1-6",300,120,0.25,15,4,-1.4,0.919243340766229,NA,FALSE,FALSE
"4472","7-1-3","1-1-1",300,120,0.25,5,15,0.480079358519183,0.315585482518637,NA,FALSE,FALSE
"4473","7-1-3","3-2-6",300,120,0.25,15,6,0.544949260913066,0.292894207404682,NA,FALSE,FALSE
"4474","7-1-3","6-2-3",300,120,0.25,12,15,0.29277002188456,0.384848971890645,NA,FALSE,FALSE
"4475","7-1-3","2-1-4",300,120,0.25,9,16,-0.622752368779528,0.733276368423706,NA,FALSE,FALSE
"4476","7-1-3","9-1-5",300,120,0.25,16,6,-2.13790836424601,0.983737909367336,NA,FALSE,FALSE
"4477","7-1-3","2-2-1",300,120,0.25,15,13,0.667947487572074,0.252083556610399,NA,FALSE,FALSE
"4478","7-1-3","7-2-4",300,120,0.25,2,13,1.86825710633858,0.0308631211675705,NA,FALSE,TRUE
"4479","7-1-3","9-2-4",300,120,0.25,7,12,2.281916487767,0.0112471356112248,NA,FALSE,TRUE
"4480","7-1-3","6-1-3",300,120,0.25,15,15,-0.476997779575996,0.683318148613448,NA,FALSE,FALSE
"4481","7-1-3","3-1-6",300,120,0.25,14,6,0,0.5,NA,FALSE,FALSE
"4482","7-1-3","10-1-4",300,120,0.25,8,15,2.0010413955405,0.0226939645193972,NA,FALSE,TRUE
"4483","7-1-3","6-1-4",300,120,0.25,15,6,-0.155699788832305,0.561865168186119,NA,FALSE,FALSE
"4484","7-1-3","7-2-1",300,120,0.25,5,16,2.47716847153431,0.00662146878373104,NA,FALSE,TRUE
"4485","7-1-3","7-1-4",300,120,0.25,12,3,-1.29903810567666,0.903034573858795,NA,FALSE,FALSE
"4486","7-1-3","10-1-5",300,120,0.25,8,15,0.129099444873581,0.448639480630042,NA,FALSE,FALSE
"4487","7-1-3","8-2-4",300,120,0.25,9,16,0.905821627315677,0.182515135919152,NA,FALSE,FALSE
"4488",NA,NA,300,120,0.25,NA,NA,NA,NA,NA,FALSE,NA
"4489","7-1-3","2-2-4",300,120,0.25,13,12,0,0.5,NA,FALSE,FALSE
"4490","7-1-3","2-1-1",300,120,0.25,5,15,0.392792202424786,0.347236482160151,NA,FALSE,FALSE
"4491","7-1-3","5-2-1",300,120,0.25,15,1,0.759256602365297,0.223849536232647,NA,FALSE,FALSE
"4492","7-1-3","4-1-6",300,120,0.25,5,15,0.916515138991168,0.17969838541026,NA,FALSE,FALSE
"4493","7-1-3","9-1-6",300,120,0.25,15,8,0.774596669241483,0.2192890130405,NA,FALSE,FALSE
"4494","7-1-3","2-1-6",300,120,0.25,14,10,0.526986039392208,0.299101641627256,NA,FALSE,FALSE
"4495","7-1-3","2-1-5",300,120,0.25,15,13,1.35892764712939,0.087084758508258,NA,FALSE,FALSE
"4496","7-1-3","8-2-1",300,120,0.25,9,15,-0.566470554299947,0.714463027812486,NA,FALSE,FALSE
"4497","7-1-3","6-1-2",300,120,0.25,10,15,0.94299033358289,0.172842923638814,NA,FALSE,FALSE
"4498","7-1-3","3-1-3",300,120,0.25,7,14,-1.26828006482008,0.897651023216426,NA,FALSE,FALSE
"4499","7-1-3","8-2-6",300,120,0.25,15,10,-0.665640235470275,0.747179458900609,NA,FALSE,FALSE
"4500","7-1-3","3-1-4",300,120,0.25,14,3,0.755928946018454,0.224845898984445,NA,FALSE,FALSE
"4501","7-1-3","1-2-2",300,120,0.25,14,3,-0.377964473009227,0.647271506944363,NA,FALSE,FALSE
"4502","7-1-3","4-2-6",300,120,0.25,2,13,1.69841555121689,0.0447146795144968,NA,FALSE,TRUE
"4503","7-1-3","4-1-5",300,120,0.25,7,15,0.387699057267633,0.349119376760068,NA,FALSE,FALSE
"4504","7-1-3","8-1-5",300,120,0.25,16,5,0.247716847153431,0.402176747961567,NA,FALSE,FALSE
"4505","7-1-3","4-2-2",300,120,0.25,16,8,0.796084166404533,0.212991558272459,NA,FALSE,FALSE
"4506","7-1-3","1-2-3",300,120,0.25,14,13,0.824944696305349,0.204701494574583,NA,FALSE,FALSE
"4507","7-1-3","5-2-6",300,120,0.25,13,9,0.233723197152962,0.40759993887237,NA,FALSE,FALSE
"4508","7-1-3","9-2-6",300,120,0.25,4,13,0,0.5,NA,FALSE,FALSE
"4509","7-1-3","8-1-2",300,120,0.25,15,5,-1.61481238774634,0.946824335160983,NA,FALSE,FALSE
"4510","7-1-3","1-2-6",300,120,0.25,5,14,0.925820099772552,0.177269739886751,NA,FALSE,FALSE
"4511","7-1-3","1-2-4",300,120,0.25,2,14,0.317553674414978,0.3754117594495,NA,FALSE,FALSE
"4512","7-1-3","5-1-6",300,120,0.25,15,1,0.325395686727984,0.372440809772978,NA,FALSE,FALSE
"4513","9-2-1","3-2-4",300,120,0.25,15,18,1.01234213648706,0.1556872472554,NA,FALSE,FALSE
"4514","9-2-1","5-2-5",300,120,0.25,21,18,0.53526436132806,0.296233533249233,NA,FALSE,FALSE
"4515","9-2-1","9-1-1",300,120,0.25,8,13,-0.362103412188951,0.641362623062871,NA,FALSE,FALSE
"4516","9-2-1","5-2-4",300,120,0.25,16,10,1.10679718105893,0.13419081364638,NA,FALSE,FALSE
"4517","9-2-1","5-1-5",300,120,0.25,7,14,-0.82065180664829,0.79407768535307,NA,FALSE,FALSE
"4518","9-2-1","9-1-4",300,120,0.25,21,16,3.77080693783254,8.1360263371355e-05,NA,FALSE,TRUE
"4519","9-2-1","8-2-3",300,120,0.25,21,4,0.667124384994991,0.252346342651449,NA,FALSE,FALSE
"4520","9-2-1","8-1-1",300,120,0.25,7,16,-1.87082869338697,0.969315585430299,NA,FALSE,FALSE
"4521","9-2-1","10-2-4",300,120,0.25,14,19,0.473536760184836,0.317915140601789,NA,FALSE,FALSE
"4522","9-2-1","10-1-2",300,120,0.25,16,17,-1.65700776717686,0.951241047617275,NA,FALSE,FALSE
"4523","9-2-1","7-1-2",300,120,0.25,1,19,0.780398972571708,0.217578036222765,NA,FALSE,FALSE
"4524","9-2-1","6-2-2",300,120,0.25,18,15,-0.57848122084975,0.718530363810443,NA,FALSE,FALSE
"4525","9-2-1","9-1-2",300,120,0.25,15,21,-1.13910258429814,0.872669815123913,NA,FALSE,FALSE
"4526","9-2-1","5-1-4",300,120,0.25,4,17,-0.626935505727859,0.734649243972101,NA,FALSE,FALSE
"4527","9-2-1","4-2-5",300,120,0.25,18,17,-0.594088525786005,0.723773547559111,NA,FALSE,FALSE
"4528","9-2-1","5-1-1",300,120,0.25,20,17,4.08379717674678,2.21528526271886e-05,NA,FALSE,TRUE
"4529","9-2-1","4-1-1",300,120,0.25,18,16,-0.655562281375236,0.7439470994661,NA,FALSE,FALSE
"4530","9-2-1","10-2-6",300,120,0.25,16,17,0.432262895785267,0.332775175624658,NA,FALSE,FALSE
"4531","9-2-1","1-1-2",300,120,0.25,18,17,0.891132788679007,0.186428968197592,NA,FALSE,FALSE
"4532","9-2-1","6-2-5",300,120,0.25,3,19,-0.334855411264458,0.63113292058833,NA,FALSE,FALSE
"4533","9-2-1","3-2-1",300,120,0.25,20,10,-0.395947210557654,0.653928013935598,NA,FALSE,FALSE
"4534","9-2-1","3-2-2",300,120,0.25,15,8,-0.129099444873581,0.551360519369958,NA,FALSE,FALSE
"4535","9-2-1","5-2-3",300,120,0.25,14,7,1.11907064542949,0.131555000890931,NA,FALSE,FALSE
"4536","9-2-1","10-1-6",300,120,0.25,19,7,0.606976978666884,0.271933095059236,NA,FALSE,FALSE
"4537","9-2-1","7-2-6",300,120,0.25,15,6,-0.700649049745371,0.758238970065976,NA,FALSE,FALSE
"4538","9-2-1","2-2-5",300,120,0.25,20,15,0.4,0.344578258389676,NA,FALSE,FALSE
"4539","9-2-1","10-2-3",300,120,0.25,16,4,1.13389341902768,0.128419628978928,NA,FALSE,FALSE
"4540","9-2-1","4-2-3",300,120,0.25,17,12,-0.885614885540095,0.812087456255651,NA,FALSE,FALSE
"4541","9-2-1","4-2-4",300,120,0.25,14,17,0.674801558131828,0.24990092516309,NA,FALSE,FALSE
"4542","9-2-1","1-2-5",300,120,0.25,18,5,0,0.5,NA,FALSE,FALSE
"4543","9-2-1","1-1-6",300,120,0.25,17,16,-1.08065723946317,0.860075194642734,NA,FALSE,FALSE
"4544","9-2-1","1-1-1",300,120,0.25,19,13,-0.786573005118599,0.784234066513615,NA,FALSE,FALSE
"4545","9-2-1","3-2-6",300,120,0.25,6,19,2.92690990968858,0.00171174016606046,NA,FALSE,TRUE
"4546","9-2-1","6-2-3",300,120,0.25,15,18,0.0723101526062187,0.471177542618919,NA,FALSE,FALSE
"4547","9-2-1","2-1-4",300,120,0.25,14,11,0.109489780290272,0.456407013592038,NA,FALSE,FALSE
"4548","9-2-1","9-1-5",300,120,0.25,16,21,-0.858395075278952,0.804662826988216,NA,TRUE,FALSE
"4549","9-2-1","2-2-1",300,120,0.25,17,20,-1.49332881836263,0.932324432223303,NA,FALSE,FALSE
"4550","9-2-1","7-2-4",300,120,0.25,1,21,-0.0788110406239101,0.531408538891532,NA,FALSE,FALSE
"4551","9-2-1","9-2-4",300,120,0.25,20,15,-0.266666666666667,0.605137089535975,NA,FALSE,FALSE
"4552","9-2-1","6-1-3",300,120,0.25,15,18,-0.108465228909328,0.543186669468571,NA,FALSE,FALSE
"4553","9-2-1","3-1-6",300,120,0.25,18,17,-0.825122952480562,0.795349104979463,NA,FALSE,FALSE
